顧客ID,購買金額,購買金額平均,購買金額Mランク,購買頻度,購買頻度平均,購買頻度Fランク,最新購買日,最新購買日Rランク,新規顧客,人数
C103428,32883,32883,M5,3,3,F2,2019/5/9,R1,No,1
C103736,36672,36672,M5,3,3,F2,2019/5/9,R1,No,1
C104502,39741,39741,M5,3,3,F2,2019/5/9,R1,No,1
C106158,30433,30433,M5,3,3,F2,2019/5/9,R1,No,1
C109348,36313,36313,M5,2,2,F1,2019/5/9,R1,No,1
C111222,37227,37227,M5,2,2,F1,2019/5/9,R1,No,1
C111620,36379,36379,M5,2,2,F1,2019/5/9,R1,No,1
C111768,33602,33602,M5,2,2,F1,2019/5/9,R1,No,1
C114500,34502,34502,M5,2,2,F1,2019/5/9,R1,No,1
C100604,4506,4506,M1,4,4,F3,2019/5/10,R1,No,1
C106366,3461,3461,M1,3,3,F2,2019/5/10,R1,No,1
C108084,3942,3942,M1,2,2,F1,2019/5/10,R1,No,1
C109074,4050,4050,M1,2,2,F1,2019/5/10,R1,No,1
C109872,4063,4063,M1,2,2,F1,2019/5/10,R1,No,1
C109888,4256,4256,M1,2,2,F1,2019/5/10,R1,No,1
C110712,166,166,M1,1,1,F1,2019/5/10,R1,Yes,1
C111776,3471,3471,M1,2,2,F1,2019/5/10,R1,No,1
C112332,3560,3560,M1,2,2,F1,2019/5/10,R1,No,1
C112436,4481,4481,M1,2,2,F1,2019/5/10,R1,No,1
C113108,4463,4463,M1,2,2,F1,2019/5/10,R1,No,1
C113520,4956,4956,M1,2,2,F1,2019/5/10,R1,No,1
C113554,608,608,M1,2,2,F1,2019/5/10,R1,No,1
C113680,2069,2069,M1,2,2,F1,2019/5/10,R1,No,1
C101228,9616,9616,M2,4,4,F3,2019/5/10,R1,No,1
C105388,9650,9650,M2,3,3,F2,2019/5/10,R1,No,1
C110036,6278,6278,M2,2,2,F1,2019/5/10,R1,No,1
C110988,7631,7631,M2,2,2,F1,2019/5/10,R1,No,1
C111542,9815,9815,M2,2,2,F1,2019/5/10,R1,No,1
C111744,5002,5002,M2,2,2,F1,2019/5/10,R1,No,1
C112302,5757,5757,M2,2,2,F1,2019/5/10,R1,No,1
C113178,9175,9175,M2,2,2,F1,2019/5/10,R1,No,1
C113712,7840,7840,M2,2,2,F1,2019/5/10,R1,No,1
C113802,5010,5010,M2,2,2,F1,2019/5/10,R1,No,1
C113932,5803,5803,M2,2,2,F1,2019/5/10,R1,No,1
C102692,10485,10485,M3,3,3,F2,2019/5/10,R1,No,1
C106530,11296,11296,M3,3,3,F2,2019/5/10,R1,No,1
C108018,15800,15800,M3,2,2,F1,2019/5/10,R1,No,1
C108802,15852,15852,M3,2,2,F1,2019/5/10,R1,No,1
C109086,15205,15205,M3,2,2,F1,2019/5/10,R1,No,1
C109114,19458,19458,M3,2,2,F1,2019/5/10,R1,No,1
C109294,14425,14425,M3,2,2,F1,2019/5/10,R1,No,1
C109654,12680,12680,M3,2,2,F1,2019/5/10,R1,No,1
C109754,14346,14346,M3,2,2,F1,2019/5/10,R1,No,1
C109806,16404,16404,M3,2,2,F1,2019/5/10,R1,No,1
C110622,13341,13341,M3,1,1,F1,2019/5/10,R1,Yes,1
C110626,10974,10974,M3,1,1,F1,2019/5/10,R1,Yes,1
C110732,16100,16100,M3,2,2,F1,2019/5/10,R1,No,1
C110968,16228,16228,M3,2,2,F1,2019/5/10,R1,No,1
C111428,19643,19643,M3,2,2,F1,2019/5/10,R1,No,1
C111862,18533,18533,M3,2,2,F1,2019/5/10,R1,No,1
C112338,11199,11199,M3,2,2,F1,2019/5/10,R1,No,1
C112428,18172,18172,M3,2,2,F1,2019/5/10,R1,No,1
C112520,16992,16992,M3,2,2,F1,2019/5/10,R1,No,1
C112858,12234,12234,M3,2,2,F1,2019/5/10,R1,No,1
C113324,19323,19323,M3,2,2,F1,2019/5/10,R1,No,1
C113856,16455,16455,M3,2,2,F1,2019/5/10,R1,No,1
C114354,12757,12757,M3,2,2,F1,2019/5/10,R1,No,1
C114662,11631,11631,M3,2,2,F1,2019/5/10,R1,No,1
C101924,21061,21061,M4,3,3,F2,2019/5/10,R1,No,1
C106386,21459,21459,M4,3,3,F2,2019/5/10,R1,No,1
C106830,25128,25128,M4,3,3,F2,2019/5/10,R1,No,1
C107686,24030,24030,M4,3,3,F2,2019/5/10,R1,No,1
C108112,29178,29178,M4,2,2,F1,2019/5/10,R1,No,1
C108612,21960,21960,M4,2,2,F1,2019/5/10,R1,No,1
C108744,23506,23506,M4,2,2,F1,2019/5/10,R1,No,1
C108924,20999,20999,M4,2,2,F1,2019/5/10,R1,No,1
C110400,26544,26544,M4,2,2,F1,2019/5/10,R1,No,1
C111316,20308,20308,M4,2,2,F1,2019/5/10,R1,No,1
C111328,25837,25837,M4,2,2,F1,2019/5/10,R1,No,1
C112460,20753,20753,M4,2,2,F1,2019/5/10,R1,No,1
C113348,22949,22949,M4,2,2,F1,2019/5/10,R1,No,1
C114242,22444,22444,M4,2,2,F1,2019/5/10,R1,No,1
C100258,35373,35373,M5,4,4,F3,2019/5/10,R1,No,1
C100548,35654,35654,M5,4,4,F3,2019/5/10,R1,No,1
C101458,39337,39337,M5,4,4,F3,2019/5/10,R1,No,1
C102506,41993,41993,M5,3,3,F2,2019/5/10,R1,No,1
C102984,35643,35643,M5,3,3,F2,2019/5/10,R1,No,1
C103254,47239,47239,M5,3,3,F2,2019/5/10,R1,No,1
C103288,35223,35223,M5,3,3,F2,2019/5/10,R1,No,1
C103844,31774,31774,M5,3,3,F2,2019/5/10,R1,No,1
C105280,36667,36667,M5,3,3,F2,2019/5/10,R1,No,1
C106242,39018,39018,M5,3,3,F2,2019/5/10,R1,No,1
C106574,34668,34668,M5,3,3,F2,2019/5/10,R1,No,1
C107522,32620,32620,M5,3,3,F2,2019/5/10,R1,No,1
C107644,39942,39942,M5,3,3,F2,2019/5/10,R1,No,1
C108702,31665,31665,M5,2,2,F1,2019/5/10,R1,No,1
C108940,38737,38737,M5,2,2,F1,2019/5/10,R1,No,1
C109762,33127,33127,M5,2,2,F1,2019/5/10,R1,No,1
C110772,36719,36719,M5,2,2,F1,2019/5/10,R1,No,1
C112976,30721,30721,M5,2,2,F1,2019/5/10,R1,No,1
C113096,32146,32146,M5,2,2,F1,2019/5/10,R1,No,1
C114060,35479,35479,M5,2,2,F1,2019/5/10,R1,No,1
C114438,36705,36705,M5,2,2,F1,2019/5/10,R1,No,1
C107176,2478,2478,M1,3,3,F2,2019/5/11,R1,No,1
C107752,3806,3806,M1,2,2,F1,2019/5/11,R1,No,1
C108310,3511,3511,M1,2,2,F1,2019/5/11,R1,No,1
C108346,1641,1641,M1,2,2,F1,2019/5/11,R1,No,1
C108584,1644,1644,M1,2,2,F1,2019/5/11,R1,No,1
C108704,4150,4150,M1,2,2,F1,2019/5/11,R1,No,1
C109194,2453,2453,M1,2,2,F1,2019/5/11,R1,No,1
C109500,1071,1071,M1,2,2,F1,2019/5/11,R1,No,1
C109928,573,573,M1,2,2,F1,2019/5/11,R1,No,1
C110022,2188,2188,M1,2,2,F1,2019/5/11,R1,No,1
C110046,4201,4201,M1,2,2,F1,2019/5/11,R1,No,1
C111026,1152,1152,M1,2,2,F1,2019/5/11,R1,No,1
C111790,1320,1320,M1,2,2,F1,2019/5/11,R1,No,1
C112824,3471,3471,M1,2,2,F1,2019/5/11,R1,No,1
C112856,2825,2825,M1,2,2,F1,2019/5/11,R1,No,1
C113382,3767,3767,M1,2,2,F1,2019/5/11,R1,No,1
C113726,4345,4345,M1,2,2,F1,2019/5/11,R1,No,1
C114214,3644,3644,M1,2,2,F1,2019/5/11,R1,No,1
C103106,9177,9177,M2,3,3,F2,2019/5/11,R1,No,1
C104484,8699,8699,M2,3,3,F2,2019/5/11,R1,No,1
C104592,9084,9084,M2,3,3,F2,2019/5/11,R1,No,1
C106472,9361,9361,M2,3,3,F2,2019/5/11,R1,No,1
C107780,6138,6138,M2,2,2,F1,2019/5/11,R1,No,1
C108342,8648,8648,M2,2,2,F1,2019/5/11,R1,No,1
C108466,9024,9024,M2,2,2,F1,2019/5/11,R1,No,1
C109092,7347,7347,M2,2,2,F1,2019/5/11,R1,No,1
C109246,8063,8063,M2,2,2,F1,2019/5/11,R1,No,1
C109546,9112,9112,M2,2,2,F1,2019/5/11,R1,No,1
C109584,9816,9816,M2,2,2,F1,2019/5/11,R1,No,1
C110070,5860,5860,M2,2,2,F1,2019/5/11,R1,No,1
C111384,9325,9325,M2,2,2,F1,2019/5/11,R1,No,1
C111554,7143,7143,M2,2,2,F1,2019/5/11,R1,No,1
C112772,7297,7297,M2,2,2,F1,2019/5/11,R1,No,1
C113228,8698,8698,M2,2,2,F1,2019/5/11,R1,No,1
C114132,6237,6237,M2,2,2,F1,2019/5/11,R1,No,1
C114186,9863,9863,M2,2,2,F1,2019/5/11,R1,No,1
C114612,8528,8528,M2,2,2,F1,2019/5/11,R1,No,1
C114668,8979,8979,M2,2,2,F1,2019/5/11,R1,No,1
C114868,8422,8422,M2,2,2,F1,2019/5/11,R1,No,1
C100760,18639,18639,M3,4,4,F3,2019/5/11,R1,No,1
C103314,15175,15175,M3,3,3,F2,2019/5/11,R1,No,1
C103448,19692,19692,M3,3,3,F2,2019/5/11,R1,No,1
C103534,13516,13516,M3,3,3,F2,2019/5/11,R1,No,1
C105250,12890,12890,M3,3,3,F2,2019/5/11,R1,No,1
C105710,14965,14965,M3,3,3,F2,2019/5/11,R1,No,1
C106772,19193,19193,M3,3,3,F2,2019/5/11,R1,No,1
C107108,14683,14683,M3,3,3,F2,2019/5/11,R1,No,1
C107406,18290,18290,M3,3,3,F2,2019/5/11,R1,No,1
C107744,12920,12920,M3,2,2,F1,2019/5/11,R1,No,1
C107810,14581,14581,M3,2,2,F1,2019/5/11,R1,No,1
C107910,15420,15420,M3,2,2,F1,2019/5/11,R1,No,1
C108218,13021,13021,M3,2,2,F1,2019/5/11,R1,No,1
C108276,16701,16701,M3,2,2,F1,2019/5/11,R1,No,1
C108764,17963,17963,M3,2,2,F1,2019/5/11,R1,No,1
C108906,10831,10831,M3,2,2,F1,2019/5/11,R1,No,1
C109010,18834,18834,M3,2,2,F1,2019/5/11,R1,No,1
C109020,13060,13060,M3,2,2,F1,2019/5/11,R1,No,1
C109130,17108,17108,M3,2,2,F1,2019/5/11,R1,No,1
C109154,10691,10691,M3,2,2,F1,2019/5/11,R1,No,1
C109156,13617,13617,M3,2,2,F1,2019/5/11,R1,No,1
C109162,15880,15880,M3,2,2,F1,2019/5/11,R1,No,1
C109234,12722,12722,M3,2,2,F1,2019/5/11,R1,No,1
C109316,13988,13988,M3,2,2,F1,2019/5/11,R1,No,1
C109704,15220,15220,M3,2,2,F1,2019/5/11,R1,No,1
C109994,18250,18250,M3,2,2,F1,2019/5/11,R1,No,1
C110570,19077,19077,M3,2,2,F1,2019/5/11,R1,No,1
C110912,19056,19056,M3,2,2,F1,2019/5/11,R1,No,1
C111060,12048,12048,M3,2,2,F1,2019/5/11,R1,No,1
C111310,16982,16982,M3,2,2,F1,2019/5/11,R1,No,1
C111468,16228,16228,M3,2,2,F1,2019/5/11,R1,No,1
C111550,13887,13887,M3,2,2,F1,2019/5/11,R1,No,1
C111804,14416,14416,M3,2,2,F1,2019/5/11,R1,No,1
C111928,11012,11012,M3,2,2,F1,2019/5/11,R1,No,1
C111932,10406,10406,M3,2,2,F1,2019/5/11,R1,No,1
C112188,19234,19234,M3,2,2,F1,2019/5/11,R1,No,1
C112372,11612,11612,M3,2,2,F1,2019/5/11,R1,No,1
C112442,19195,19195,M3,2,2,F1,2019/5/11,R1,No,1
C112580,14943,14943,M3,2,2,F1,2019/5/11,R1,No,1
C112672,14711,14711,M3,2,2,F1,2019/5/11,R1,No,1
C112870,17607,17607,M3,2,2,F1,2019/5/11,R1,No,1
C113098,15851,15851,M3,2,2,F1,2019/5/11,R1,No,1
C113328,11836,11836,M3,2,2,F1,2019/5/11,R1,No,1
C113598,15770,15770,M3,2,2,F1,2019/5/11,R1,No,1
C113650,16753,16753,M3,2,2,F1,2019/5/11,R1,No,1
C114222,15860,15860,M3,2,2,F1,2019/5/11,R1,No,1
C114244,15931,15931,M3,2,2,F1,2019/5/11,R1,No,1
C114472,16719,16719,M3,2,2,F1,2019/5/11,R1,No,1
C102294,29160,29160,M4,3,3,F2,2019/5/11,R1,No,1
C102900,21874,21874,M4,3,3,F2,2019/5/11,R1,No,1
C103834,25600,25600,M4,3,3,F2,2019/5/11,R1,No,1
C106190,22291,22291,M4,3,3,F2,2019/5/11,R1,No,1
C108020,23805,23805,M4,2,2,F1,2019/5/11,R1,No,1
C108046,21644,21644,M4,2,2,F1,2019/5/11,R1,No,1
C108168,21288,21288,M4,2,2,F1,2019/5/11,R1,No,1
C108308,23380,23380,M4,2,2,F1,2019/5/11,R1,No,1
C108464,28955,28955,M4,2,2,F1,2019/5/11,R1,No,1
C108688,21659,21659,M4,2,2,F1,2019/5/11,R1,No,1
C109984,22140,22140,M4,2,2,F1,2019/5/11,R1,No,1
C110352,25542,25542,M4,2,2,F1,2019/5/11,R1,No,1
C111500,24400,24400,M4,2,2,F1,2019/5/11,R1,No,1
C112032,20310,20310,M4,2,2,F1,2019/5/11,R1,No,1
C112040,21549,21549,M4,2,2,F1,2019/5/11,R1,No,1
C112090,24849,24849,M4,2,2,F1,2019/5/11,R1,No,1
C112182,23568,23568,M4,2,2,F1,2019/5/11,R1,No,1
C113606,27347,27347,M4,2,2,F1,2019/5/11,R1,No,1
C113880,24034,24034,M4,2,2,F1,2019/5/11,R1,No,1
C114374,23850,23850,M4,2,2,F1,2019/5/11,R1,No,1
C100320,48148,48148,M5,4,4,F3,2019/5/11,R1,No,1
C100438,37629,37629,M5,4,4,F3,2019/5/11,R1,No,1
C100504,32721,32721,M5,4,4,F3,2019/5/11,R1,No,1
C101792,41214,41214,M5,3,3,F2,2019/5/11,R1,No,1
C102394,37353,37353,M5,3,3,F2,2019/5/11,R1,No,1
C105786,33275,33275,M5,3,3,F2,2019/5/11,R1,No,1
C105808,30575,30575,M5,3,3,F2,2019/5/11,R1,No,1
C105854,44738,44738,M5,3,3,F2,2019/5/11,R1,No,1
C105980,51092,51092,M5,3,3,F2,2019/5/11,R1,No,1
C111266,30934,30934,M5,2,2,F1,2019/5/11,R1,No,1
C111660,36291,36291,M5,2,2,F1,2019/5/11,R1,No,1
C112110,38771,38771,M5,2,2,F1,2019/5/11,R1,No,1
C114474,33309,33309,M5,2,2,F1,2019/5/11,R1,No,1
C103528,3538,3538,M1,3,3,F2,2019/5/12,R1,No,1
C110342,4299,4299,M1,2,2,F1,2019/5/12,R1,No,1
C110390,1293,1293,M1,2,2,F1,2019/5/12,R1,No,1
C110676,1520,1520,M1,1,1,F1,2019/5/12,R1,Yes,1
C111206,834,834,M1,2,2,F1,2019/5/12,R1,No,1
C111450,4735,4735,M1,2,2,F1,2019/5/12,R1,No,1
C113666,943,943,M1,2,2,F1,2019/5/12,R1,No,1
C114094,535,535,M1,2,2,F1,2019/5/12,R1,No,1
C114720,4660,4660,M1,2,2,F1,2019/5/12,R1,No,1
C102554,9531,9531,M2,3,3,F2,2019/5/12,R1,No,1
C105218,9213,9213,M2,3,3,F2,2019/5/12,R1,No,1
C105300,5298,5298,M2,3,3,F2,2019/5/12,R1,No,1
C106534,8951,8951,M2,3,3,F2,2019/5/12,R1,No,1
C108044,8458,8458,M2,2,2,F1,2019/5/12,R1,No,1
C108196,9613,9613,M2,2,2,F1,2019/5/12,R1,No,1
C109568,5204,5204,M2,2,2,F1,2019/5/12,R1,No,1
C109876,5166,5166,M2,2,2,F1,2019/5/12,R1,No,1
C109944,6719,6719,M2,2,2,F1,2019/5/12,R1,No,1
C110108,9368,9368,M2,2,2,F1,2019/5/12,R1,No,1
C110498,9988,9988,M2,2,2,F1,2019/5/12,R1,No,1
C110818,9263,9263,M2,2,2,F1,2019/5/12,R1,No,1
C103090,28196,28196,M4,3,3,F2,2019/5/25,R2,No,1
C103248,29511,29511,M4,3,3,F2,2019/5/25,R2,No,1
C103332,23776,23776,M4,3,3,F2,2019/5/25,R2,No,1
C103542,21897,21897,M4,3,3,F2,2019/5/25,R2,No,1
C103562,28216,28216,M4,3,3,F2,2019/5/25,R2,No,1
C103652,26966,26966,M4,3,3,F2,2019/5/25,R2,No,1
C103708,22274,22274,M4,3,3,F2,2019/5/25,R2,No,1
C103752,23247,23247,M4,3,3,F2,2019/5/25,R2,No,1
C103842,22645,22645,M4,3,3,F2,2019/5/25,R2,No,1
C104046,25833,25833,M4,3,3,F2,2019/5/25,R2,No,1
C104392,28053,28053,M4,3,3,F2,2019/5/25,R2,No,1
C104516,29637,29637,M4,3,3,F2,2019/5/25,R2,No,1
C104520,22398,22398,M4,3,3,F2,2019/5/25,R2,No,1
C104614,24505,24505,M4,3,3,F2,2019/5/25,R2,No,1
C104714,20368,20368,M4,3,3,F2,2019/5/25,R2,No,1
C104776,29137,29137,M4,3,3,F2,2019/5/25,R2,No,1
C104854,22408,22408,M4,3,3,F2,2019/5/25,R2,No,1
C104930,25687,25687,M4,3,3,F2,2019/5/25,R2,No,1
C105042,22960,22960,M4,3,3,F2,2019/5/25,R2,No,1
C105320,27556,27556,M4,3,3,F2,2019/5/25,R2,No,1
C105354,24606,24606,M4,3,3,F2,2019/5/25,R2,No,1
C105362,23098,23098,M4,3,3,F2,2019/5/25,R2,No,1
C105480,23105,23105,M4,3,3,F2,2019/5/25,R2,No,1
C105548,22759,22759,M4,3,3,F2,2019/5/25,R2,No,1
C105718,23615,23615,M4,3,3,F2,2019/5/25,R2,No,1
C106142,25683,25683,M4,3,3,F2,2019/5/25,R2,No,1
C106218,20386,20386,M4,3,3,F2,2019/5/25,R2,No,1
C106268,21890,21890,M4,3,3,F2,2019/5/25,R2,No,1
C106446,23670,23670,M4,3,3,F2,2019/5/25,R2,No,1
C106490,20467,20467,M4,3,3,F2,2019/5/25,R2,No,1
C106620,23786,23786,M4,3,3,F2,2019/5/25,R2,No,1
C106650,27519,27519,M4,3,3,F2,2019/5/25,R2,No,1
C106658,23504,23504,M4,3,3,F2,2019/5/25,R2,No,1
C106998,29882,29882,M4,3,3,F2,2019/5/25,R2,No,1
C107106,27148,27148,M4,3,3,F2,2019/5/25,R2,No,1
C107254,27525,27525,M4,3,3,F2,2019/5/25,R2,No,1
C107272,24627,24627,M4,3,3,F2,2019/5/25,R2,No,1
C107286,20260,20260,M4,3,3,F2,2019/5/25,R2,No,1
C107298,29297,29297,M4,3,3,F2,2019/5/25,R2,No,1
C107326,21060,21060,M4,3,3,F2,2019/5/25,R2,No,1
C107698,24646,24646,M4,3,3,F2,2019/5/25,R2,No,1
C107706,26582,26582,M4,3,3,F2,2019/5/25,R2,No,1
C107732,25056,25056,M4,2,2,F1,2019/5/25,R2,No,1
C107882,23145,23145,M4,2,2,F1,2019/5/25,R2,No,1
C107964,20539,20539,M4,2,2,F1,2019/5/25,R2,No,1
C108192,21159,21159,M4,2,2,F1,2019/5/25,R2,No,1
C108476,23880,23880,M4,2,2,F1,2019/5/25,R2,No,1
C108516,20368,20368,M4,2,2,F1,2019/5/25,R2,No,1
C108672,20476,20476,M4,2,2,F1,2019/5/25,R2,No,1
C108736,21703,21703,M4,2,2,F1,2019/5/25,R2,No,1
C109278,27998,27998,M4,2,2,F1,2019/5/25,R2,No,1
C109356,24481,24481,M4,2,2,F1,2019/5/25,R2,No,1
C109488,25034,25034,M4,2,2,F1,2019/5/25,R2,No,1
C110376,22009,22009,M4,2,2,F1,2019/5/25,R2,No,1
C110432,21208,21208,M4,2,2,F1,2019/5/25,R2,No,1
C110774,27214,27214,M4,2,2,F1,2019/5/25,R2,No,1
C110806,28715,28715,M4,2,2,F1,2019/5/25,R2,No,1
C111348,20171,20171,M4,2,2,F1,2019/5/25,R2,No,1
C111394,21501,21501,M4,2,2,F1,2019/5/25,R2,No,1
C111670,27981,27981,M4,2,2,F1,2019/5/25,R2,No,1
C111734,25053,25053,M4,2,2,F1,2019/5/25,R2,No,1
C111894,29340,29340,M4,2,2,F1,2019/5/25,R2,No,1
C111900,27100,27100,M4,2,2,F1,2019/5/25,R2,No,1
C111968,22597,22597,M4,2,2,F1,2019/5/25,R2,No,1
C112172,21997,21997,M4,2,2,F1,2019/5/25,R2,No,1
C112242,21801,21801,M4,2,2,F1,2019/5/25,R2,No,1
C112250,20858,20858,M4,2,2,F1,2019/5/25,R2,No,1
C112714,20936,20936,M4,2,2,F1,2019/5/25,R2,No,1
C113034,28210,28210,M4,2,2,F1,2019/5/25,R2,No,1
C113142,21451,21451,M4,2,2,F1,2019/5/25,R2,No,1
C113318,26415,26415,M4,2,2,F1,2019/5/25,R2,No,1
C113580,25111,25111,M4,2,2,F1,2019/5/25,R2,No,1
C114260,29969,29969,M4,2,2,F1,2019/5/25,R2,No,1
C114294,25378,25378,M4,2,2,F1,2019/5/25,R2,No,1
C114352,25233,25233,M4,2,2,F1,2019/5/25,R2,No,1
C100028,30615,30615,M5,7,7,F3,2019/5/25,R2,No,1
C100032,32383,32383,M5,7,7,F3,2019/5/25,R2,No,1
C100066,50125,50125,M5,5,5,F3,2019/5/25,R2,No,1
C100098,42251,42251,M5,5,5,F3,2019/5/25,R2,No,1
C100126,35339,35339,M5,5,5,F3,2019/5/25,R2,No,1
C100230,44389,44389,M5,4,4,F3,2019/5/25,R2,No,1
C100550,45634,45634,M5,4,4,F3,2019/5/25,R2,No,1
C100684,30774,30774,M5,4,4,F3,2019/5/25,R2,No,1
C100872,37241,37241,M5,4,4,F3,2019/5/25,R2,No,1
C100884,45287,45287,M5,4,4,F3,2019/5/25,R2,No,1
C100898,30025,30025,M5,4,4,F3,2019/5/25,R2,No,1
C100924,30118,30118,M5,4,4,F3,2019/5/25,R2,No,1
C100986,37554,37554,M5,4,4,F3,2019/5/25,R2,No,1
C101002,43406,43406,M5,4,4,F3,2019/5/25,R2,No,1
C101130,48864,48864,M5,4,4,F3,2019/5/25,R2,No,1
C101284,36968,36968,M5,4,4,F3,2019/5/25,R2,No,1
C101300,30427,30427,M5,4,4,F3,2019/5/25,R2,No,1
C101306,36588,36588,M5,4,4,F3,2019/5/25,R2,No,1
C101396,48490,48490,M5,4,4,F3,2019/5/25,R2,No,1
C101414,33704,33704,M5,4,4,F3,2019/5/25,R2,No,1
C101434,36667,36667,M5,4,4,F3,2019/5/25,R2,No,1
C101484,40506,40506,M5,4,4,F3,2019/5/25,R2,No,1
C101608,42930,42930,M5,4,4,F3,2019/5/25,R2,No,1
C101618,42350,42350,M5,4,4,F3,2019/5/25,R2,No,1
C101690,39182,39182,M5,4,4,F3,2019/5/25,R2,No,1
C101710,36711,36711,M5,3,3,F2,2019/5/25,R2,No,1
C101744,38102,38102,M5,3,3,F2,2019/5/25,R2,No,1
C101756,33920,33920,M5,3,3,F2,2019/5/25,R2,No,1
C101942,41360,41360,M5,3,3,F2,2019/5/25,R2,No,1
C102254,45229,45229,M5,3,3,F2,2019/5/25,R2,No,1
C102398,36997,36997,M5,3,3,F2,2019/5/25,R2,No,1
C102808,49087,49087,M5,4,4,F3,2019/5/25,R2,No,1
C103118,31092,31092,M5,3,3,F2,2019/5/25,R2,No,1
C103232,36473,36473,M5,3,3,F2,2019/5/25,R2,No,1
C103286,30473,30473,M5,3,3,F2,2019/5/25,R2,No,1
C103382,39001,39001,M5,3,3,F2,2019/5/25,R2,No,1
C103554,31103,31103,M5,3,3,F2,2019/5/25,R2,No,1
C103738,44830,44830,M5,3,3,F2,2019/5/25,R2,No,1
C103944,45560,45560,M5,3,3,F2,2019/5/25,R2,No,1
C103986,31687,31687,M5,3,3,F2,2019/5/25,R2,No,1
C104004,34775,34775,M5,3,3,F2,2019/5/25,R2,No,1
C104196,33036,33036,M5,3,3,F2,2019/5/25,R2,No,1
C104458,30549,30549,M5,3,3,F2,2019/5/25,R2,No,1
C104610,36375,36375,M5,3,3,F2,2019/5/25,R2,No,1
C104960,49273,49273,M5,3,3,F2,2019/5/25,R2,No,1
C104994,35626,35626,M5,3,3,F2,2019/5/25,R2,No,1
C105200,53394,53394,M5,3,3,F2,2019/5/25,R2,No,1
C105294,36616,36616,M5,3,3,F2,2019/5/25,R2,No,1
C105306,33460,33460,M5,3,3,F2,2019/5/25,R2,No,1
C105334,31309,31309,M5,3,3,F2,2019/5/25,R2,No,1
C105446,31659,31659,M5,3,3,F2,2019/5/25,R2,No,1
C105470,44207,44207,M5,3,3,F2,2019/5/25,R2,No,1
C105648,45374,45374,M5,3,3,F2,2019/5/25,R2,No,1
C105810,35450,35450,M5,3,3,F2,2019/5/25,R2,No,1
C105950,38373,38373,M5,3,3,F2,2019/5/25,R2,No,1
C106082,51142,51142,M5,3,3,F2,2019/5/25,R2,No,1
C106150,35550,35550,M5,3,3,F2,2019/5/25,R2,No,1
C106174,46121,46121,M5,3,3,F2,2019/5/25,R2,No,1
C106402,36469,36469,M5,3,3,F2,2019/5/25,R2,No,1
C106526,36424,36424,M5,3,3,F2,2019/5/25,R2,No,1
C106528,33322,33322,M5,3,3,F2,2019/5/25,R2,No,1
C106988,40229,40229,M5,3,3,F2,2019/5/25,R2,No,1
C106994,35955,35955,M5,3,3,F2,2019/5/25,R2,No,1
C107010,30992,30992,M5,3,3,F2,2019/5/25,R2,No,1
C107080,43647,43647,M5,3,3,F2,2019/5/25,R2,No,1
C107110,32142,32142,M5,3,3,F2,2019/5/25,R2,No,1
C107386,32165,32165,M5,3,3,F2,2019/5/25,R2,No,1
C107438,32001,32001,M5,3,3,F2,2019/5/25,R2,No,1
C107508,52366,52366,M5,3,3,F2,2019/5/25,R2,No,1
C107534,44989,44989,M5,3,3,F2,2019/5/25,R2,No,1
C107600,30404,30404,M5,3,3,F2,2019/5/25,R2,No,1
C107626,42435,42435,M5,3,3,F2,2019/5/25,R2,No,1
C108598,40864,40864,M5,2,2,F1,2019/5/25,R2,No,1
C109648,33325,33325,M5,2,2,F1,2019/5/25,R2,No,1
C109772,33253,33253,M5,2,2,F1,2019/5/25,R2,No,1
C110058,31755,31755,M5,2,2,F1,2019/5/25,R2,No,1
C111470,33532,33532,M5,2,2,F1,2019/5/25,R2,No,1
C111640,32089,32089,M5,2,2,F1,2019/5/25,R2,No,1
C111766,33675,33675,M5,2,2,F1,2019/5/25,R2,No,1
C113060,45028,45028,M5,2,2,F1,2019/5/25,R2,No,1
C113800,42207,42207,M5,2,2,F1,2019/5/25,R2,No,1
C114246,33818,33818,M5,2,2,F1,2019/5/25,R2,No,1
C114786,36634,36634,M5,2,2,F1,2019/5/25,R2,No,1
C103924,4787,4787,M1,3,3,F2,2019/5/26,R3,No,1
C104158,1806,1806,M1,3,3,F2,2019/5/26,R3,No,1
C105768,2650,2650,M1,3,3,F2,2019/5/26,R3,No,1
C106144,3289,3289,M1,3,3,F2,2019/5/26,R3,No,1
C106964,4128,4128,M1,3,3,F2,2019/5/26,R3,No,1
C107048,4811,4811,M1,3,3,F2,2019/5/26,R3,No,1
C107800,2531,2531,M1,2,2,F1,2019/5/26,R3,No,1
C107862,937,937,M1,2,2,F1,2019/5/26,R3,No,1
C108072,3914,3914,M1,2,2,F1,2019/5/26,R3,No,1
C108372,3998,3998,M1,2,2,F1,2019/5/26,R3,No,1
C109398,3694,3694,M1,2,2,F1,2019/5/26,R3,No,1
C110176,3928,3928,M1,2,2,F1,2019/5/26,R3,No,1
C110842,701,701,M1,2,2,F1,2019/5/26,R3,No,1
C111276,4828,4828,M1,2,2,F1,2019/5/26,R3,No,1
C111438,3463,3463,M1,2,2,F1,2019/5/26,R3,No,1
C111506,726,726,M1,2,2,F1,2019/5/26,R3,No,1
C111518,2997,2997,M1,2,2,F1,2019/5/26,R3,No,1
